video_id,question_id,question_type,timestamp (s),question,correct_answer
2490,5.0,description,3.8,what slogan is on the hyundai grand i10's rear window in front of me?,delivering miles of smiles
2490,8.0,description,5.5,which license plate belongs to the chevrolet captiva?,ap 09 de 0005
2490,15.0,description,7.8,"which building has the notice of availability of rooms, stating that advisors are available?",the building on the left side with hotel signs
2491,3.0,description,3.8,what is the word on the left blue car's black area?,dbs
2491,6.0,description,5.5,which banking brand does the green car advertise?,dbs
2492,12.0,description,8.8,what is the license plate of the white car in front of me?,ts08ec8631
2493,5.0,description,3.8,which cab service is advertised on the auto rickshaw?,quick ride
2493,10.0,description,7.2,which car in front of me has the license plate ts 08 ec 8631?,the white hyundai car directly in front of you
2494,5.0,description,3.8,what type of services does the vehicle with motor cab written on it offer?,transportation services
2494,9.0,description,7.2,what is written on the vehicle in front of me?,delivering miles of smiles
2494,13.0,description,8.8,what's the license plate of the car in front of me on the left?,ts04 ea 8888
2494,14.0,description,8.8,which hyundai dealership is printed on the rear window of the white car?,talwarhyundai.com
2496,2.0,description,2.2,what is written on the back window of the hyundai car?,delivering miles of smiles
2497,5.0,description,3.8,what is written on the rear windshield of the white car in front of me?,delivering miles of smiles
2497,11.0,description,7.2,which car service company appears to have a slogan related to delivering smiles?,talwar grand i10
2498,2.0,description,2.2,which car brand's slogan is delivering miles of smiles?,talwar grand i10
2498,11.0,description,7.2,what is written on the rear windshield of the white car in front of me?,delivering miles of smiles
2498,12.0,description,8.8,which car company is on the white car in front of me?,hyundai
2499,1.0,description,2.2,what is the brand of the white car in front of me?,talwar hyundai
2500,1.0,description,2.2,which general store is on the left side ?,shiva sai
2500,2.0,description,2.2,what is written on the rear windshield of the white car in front of me?,delivered miles of smiles
2500,11.0,description,7.2,which dealer is the white car in front of me?,talwar hyundai
2502,6.0,description,5.5,what is the tagline written on the rear window of the white hyundai car?,delivering miles of smiles
2503,6.0,description,5.5,what is written on the rear windshield of the white car in front of me?,delivering miles of smiles
2503,7.0,description,5.5,which general store is it?,shiva sai
2503,8.0,description,2.0,what car brands can i see?,talwar hyundai
2504,6.0,description,5.5,"what slogan is written on the back of the telwar hyundai car in front of me, and does it indicate anything about their service?","delivering miles of smiles, indicating they aim to provide a happy and satisfying service"
2504,9.0,description,7.2,what is the url written on the rear window of the white hyundai grand i10 car in front of me?,www.talwarhyundai.com
2506,1.0,description,2.2,what is the url mentioned on the back of the white hyundai car?,www.talwarhyundai.com
2506,6.0,description,5.5,what slogan is written on the back window of the white car in front of me?,delivered miles of smiles
2507,1.0,description,2.2,which car dealership is the white car associated with?,talwar hyundai
2507,3.0,description,3.8,what slogan is written on the back of the white car?,delivering miles of smiles
2507,7.0,description,5.5,which store is it?,shiva sai
2508,13.0,description,8.8,which company is the truck on the left side associated with?,bharatbenz
2508,14.0,description,8.8,what is written on the back of the white car?,delivering miles of smiles
2509,3.0,description,3.8,what slogan is written on the back of the hyundai car in front of me?,delivering miles of smiles
2510,2.0,description,2.2,what is the license plate of the car directly in front of me?,ts 08 ec 8631
2511,4.2,description,7.5,what are the license plates of the cars in front of me?,ts 08 ec 8631 and ts07ej9403
2511,4.3,description,9.6,what are the license plates of the cars in front of me?,ts 08 ec 8631 and ts07ej9403
2511,11.0,description,7.2,which two state codes appear on the license plates of the cars in front of me?,ap and ts
2512,9.0,description,7.2,which signage indicates a promotion or advertisement for hmda?,the signage near the overpass with a blue and white board
2513,2.1,description,2.2,what is the license plate of the white car directly in front of me?,ts 08 ec 8631
2513,2.2,description,3.3,what is the license plate of the white car directly in front of me?,ts 08 ec 8631 and ts07ej9403
2513,5.0,description,3.8,which organization is organizing the event?,hmda
2516,5.0,description,3.8,what is the main slogan displayed on the large billboard above the red and white building?,one for every road
2516,13.0,description,8.8,what is the speed limit on this road?,40 km/h
2521,6.0,description,5.5,what is the speed limit on this road?,30
2521,13.0,description,8.8,which travel agency's bus is ahead of me?,lokesh travels
2533,8.0,description,5.5,what's the slogan on that yellow autorickshaw in front of me?,for hire
2533,12.0,description,8.8,what advertisement is displayed on the billboard ahead?,synchrony is advertised
2540,7.1,description,4.1,what are the license plates of  vehicles visible ahead of me?,ts07 uf 9927 and ts07ev5488
2540,7.2,description,7.0,what are the license plates of  vehicles visible ahead of me?,ts07ev5488
2541,1.1,description,0.7,what is the license plate of the car  in front of me?,ts07ev3488
2541,1.2,description,1.2,what is the license plate of the car  in front of me?,ts07ev3488 and ap09cv4647
2541,14.0,description,8.8,which event is being promoted?,grand opening today
2542,7.0,description,5.5,what is the registration code of the tractor on the right side of the road?,ts 08 gb 1280
2542,8.0,description,5.5,which vehicle appears to be associated with harsha toyota?,the silver car
2542,12.0,description,8.8,from which state are the majority of the vehicles' license plates?,andhra pradesh
2542,13.1,description,8.8,what is the license plate of the car  in front of me?,ts07ev3488 and ap09cv4647
2542,13.2,description,0.7,what is the license plate of the car  in front of me?,ts07ev3488
2542,14.0,description,8.8,which states are the vehicles in front of me registered in?,andhra pradesh and telangana
2548,1.0,description,2.2,what event related to peace and justice is mentioned on the chirec sign?,debating peace and justice at chirec mun
2548,4.0,description,3.8,what's the name of the salon i see on the left side of the street?,sharon
2548,5.0,description,3.8,which business is celebrating three decades in education?,chirec
2548,15.0,description,7.8,which market is located on the left side of the road?,live fish market
2549,3.0,description,3.8,which hall should  i check out for a party venue?,party addiction
2550,2.0,description,2.2,which shops or advertisements coveraging airtel 4g?,the shop on the right side on the building front
2551,1.0,description,2.2,which school is located on the right side of the street?,sai krushnaveni talent school
2551,3.0,description,3.8,which business has a yellow sign with blue text on the right side of the street?,aury
2552,12.1,description,8.8,which restaurant is it?,an food
2552,12.2,description,4.5,which restaurant is it?,bakery
2553,1.0,description,2.2,what is the laundry service?,safe wash
2554,2.0,description,2.2,which jewelry store is it?,rr jewellers
2554,4.0,description,3.8,"which jewelry store is located on the left side of the road, and what event are they possibly celebrating?","r.r. jewellers, diwali celebrations"
2554,8.1,description,5.5,what are the names of the traders or stores on the left?,"prakash bath world, matru traders"
2554,8.2,description,3.3,what are the names of the traders or stores on the left?,"prakash bath world, matru traders，r.r. jewels"
