video_id,question_id,timestamp (s),question_type,question,correct_answer
38544feb-25d9-4c87-bcec-846cf9fddca2,10,110.0,book-related,what time is shown on the ipad screen?,4
3ea348a5-7040-4141-a9ab-d3c3c42e8dc0,10,112.5,book-related,what is the title of chapter 5 we are studying in the book?,government budget and the economy
4024a7d8-abf2-4b5e-93f2-a725385eab56,10,105.8,book-related,which of these books might provide information on traditional greek culture?,greek heritage
555d19a8-dade-4f43-8466-1456408859b7,10,109.2,book-related,what is the title of the book on the floor next to the pink folder?,indian constitutional documents
70276030-3e9a-4cfc-bca1-839c5e37c51a,10,111.2,book-related,what are the names of the books that might be useful for studying economics?,introduction to macro economics
7431deab-7cca-4dc6-868d-ffee9997f285,10,108.7,book-related,what is the title of the book next to stonehenge?,english country
7a7383ba-176b-4e8e-b72c-2ce969c3dc72,10,110.5,book-related,what advice is provided in the newspaper about resilience during the lockdown?,the advice emphasizes getting help from people to learn new skills and build resilience
7bfebe88-942d-424e-97f9-010940eaf368,10,113.2,book-related,which chapter am i currently studying?,chapter 5
823aac75-f7c6-4963-a5c0-902fa662a260,10,109.2,book-related,where can i find more information on the indian constitutional documents from the munshi papers?,the books placed in the glass cupboard
8394a6fd-9cf1-4383-9eb0-996e49877963,10,99.7,book-related,what is the title of the book placed upright on the right side of the desk?,oxford english
8dea8a9c-df89-4a86-946e-12378ec817c0,10,110.5,book-related,which book appears to focus on a technical subject?,microwave engineering
90a48d77-7070-4473-8757-d202ae893d6e,10,114.8,book-related,what page number should i continue from？,118
9bdb8163-893d-4f95-97f2-8aaef4631e95,10,93.8,book-related,which subject does the book i am studying belong to?,accountancy
a59afea9-d4a6-4168-b35f-7b8a576d2c40,10,116.3,book-related,where can i find the book by richard dawkins?,on the table next to the red notebook
ab8570ba-6c88-45b2-9fb5-03f6cd149a78,10,112.5,book-related,what is the title of the book written by lynda la plante？,cold blood
badca629-9d3a-4e30-903a-dbc6ea65a7e8,10,110.5,book-related,what is the title of the red book i see to the left of pelham?,microwave engineering
bd2a9fd1-7d4b-49ee-b3bf-4e7db9a805f2,10,111.3,book-related,which book should i read to study indian philosophy?,swami vivekananda
c94ea4e2-4a2b-45f9-a20a-9a1f70c92e34,10,112.0,book-related,which book is related to physics?,engineering physics
cf6f0815-ac72-477e-9569-b934712d6077,10,113.7,book-related,which is the book by swami vivekananda?,the complete works of swami vivekananda
de326bda-444a-4ad4-81d6-5ebb456a3300,10,113.3,book-related,which book is related to knowledge of english?,oxford english
e0858be5-80b9-45d2-8e78-8985bd4ff6af,10,117.0,book-related,what articles does the national geographic issue that i see feature?,the vikings
e3b62cb9-4fa0-4c55-900e-7ee7c791f6c7,10,99.7,book-related,what is the title of the dictionary?,oxford
e45f14cd-a567-4c56-89f7-fbd5dba80986,10,113.7,book-related,what is the title of the book?,swami vivekananda
0479bea8-d221-4c6a-8c91-60108e43fe56,11,107.5,book-related,where can i find the book desperate crossing by thomas thorpe in this room?,on the floor near the lower shelf
0aad0214-2ef3-478a-b753-dee57ffaaa32,11,115.0,book-related,where in the room can i find information about the planets in our solar system?,on the solar system poster on the first wall facing the door
13df1116-8374-4827-b459-fe45d804586f,11,111.3,book-related,where can i find information on calculus?,calculus
164d8727-9b64-4887-b2ae-f31f2f996b07,11,105.5,book-related,what should i look in the magazine about a female stand-up comedian?,the article entitled ali wong.
1b15c8be-bc25-4fa9-8c8a-3cdfa35f5a1c,11,106.5,book-related,where can i find the definition of the term lexicon?,oxford dictionary book
1b642806-c7ee-4948-a0e7-6d575ea2a757,11,113.3,book-related,what is the full name of the book with a red cover placed on the floor?,worst case scenario
38544feb-25d9-4c87-bcec-846cf9fddca2,11,110.0,book-related,what subject am i studying?,business studies
38ebfa83-3667-43af-989e-6354440f9265,11,109.0,book-related,which book can i use to improve my english vocabulary?,oxford essential english
3b721e41-c7b2-4f02-946d-c8d7a9f0024c,11,116.8,book-related,what is the logo on my shirt?,vipes
4024a7d8-abf2-4b5e-93f2-a725385eab56,11,105.8,book-related,where can i find information on digestive health and medical procedures?,colonoscopy
5c5645a0-d9a6-426a-ab46-7c51b2a28783,11,112.7,book-related,what do my notes related to？,the notes summarize the different categories that make up gdp and the significance of each category
5c9ffbe7-8740-4bfc-8dc1-5b547b0116ae,11,117.0,book-related,"what is the title of the book i'm reading, and where is it placed?","pride and prejudice, placed on the small wooden table"
70276030-3e9a-4cfc-bca1-839c5e37c51a,11,111.2,book-related,where do i note down the page numbers for mockingjay by suzanne collins?,in the notebook with orange text
7431deab-7cca-4dc6-868d-ffee9997f285,11,108.7,book-related,where can i find the book titled the strand?,on the floor near the clock
93480609-3d0b-4304-83a3-b8b95cc7f685,11,110.8,book-related,which company is tania samoshkina associated with?,fame travel company
99504047-dfd0-433f-92ad-f8605660b06e,11,107.7,book-related,which book related to managing finances or investments?,cashflow quadrant
badca629-9d3a-4e30-903a-dbc6ea65a7e8,11,110.5,book-related,where should i place the book the wretched of the best after i'm done reading it?,on the top right of the pile
bd2a9fd1-7d4b-49ee-b3bf-4e7db9a805f2,11,111.3,book-related,what does the cover of the calculus book look like?,yellow with black text
cb5bad9b-631b-4780-ae1a-aa3bdba47d6f,11,105.5,book-related,which book on the stack mentions english on its cover?,know your english
cf10c285-26f5-4919-bd6b-b7b86f4db05a,11,101.7,book-related,what is the title of the large blue book i'm holding?,britannica
cf6f0815-ac72-477e-9569-b934712d6077,11,113.7,book-related,where should i place the book by swami vivekananda？,on the stack of cleaned books to the left
de326bda-444a-4ad4-81d6-5ebb456a3300,11,113.3,book-related,where can i find the dictionary i usually use to check the meaning of difficult words?,"on the right side of the desk, next to the books"
e45f14cd-a567-4c56-89f7-fbd5dba80986,11,113.7,book-related,which books should i sort into the stack on my left?,books by swami vivekananda
14871d20-fd07-474e-9216-85e35df8cfef,12,147.5,book-related,where should i read the full text on the brown bag?,on the floor by the shelf
1b642806-c7ee-4948-a0e7-6d575ea2a757,12,140.3,book-related,where can i find a book by david brin?,on the upper bookshelf
261a6750-f8a7-4781-8e78-a4d259b359de,12,140.3,book-related,where can i find the paint palette among all the art supplies on the desk?,top right corner of the desk
2936e284-d937-4b68-bf69-5abbdbfa5295,12,144.8,book-related,what book is placed next to the book titled practical economics?,dungeons & dragons
70276030-3e9a-4cfc-bca1-839c5e37c51a,12,139.2,book-related,which book do i just put back on the stack?,double entry book keeping
80474ab9-05f4-4c39-9fe8-c271d550ab51,12,132.2,book-related,how many sheets does this notebook have？,70
8394a6fd-9cf1-4383-9eb0-996e49877963,12,145.7,book-related,which sections in the open book should i focus on？,the sections with orange highlights
8dea8a9c-df89-4a86-946e-12378ec817c0,12,145.3,book-related,which one might be related to history or literature among the books?,the warwood best
93480609-3d0b-4304-83a3-b8b95cc7f685,12,140.0,book-related,where can i find information about the marvel movie news?,buzz today
99504047-dfd0-433f-92ad-f8605660b06e,12,138.2,book-related,what is the title of the book that seems to be about indigenous culture or history?,the mystic warriors of the plains
9bdb8163-893d-4f95-97f2-8aaef4631e95,12,142.5,book-related,what is the title of the book resting on top of the stack near my lamp?,mocking jay
cb5bad9b-631b-4780-ae1a-aa3bdba47d6f,12,145.0,book-related,what color is the book titled a carland of idioms that i see?,blue and white
e0858be5-80b9-45d2-8e78-8985bd4ff6af,12,144.7,book-related,"which magazine do i currently have with me, and what is its main feature?",national geographic - the vikings
e45f14cd-a567-4c56-89f7-fbd5dba80986,12,128.5,book-related,where should i place the swami vivekananda book?,the stack on my left
0479bea8-d221-4c6a-8c91-60108e43fe56,13,137.0,book-related,which book on the floor is about photography techniques?,photographers' handbook
0e1fc680-9b1f-4314-8ebc-300097893ac2,13,141.2,book-related,which article details a 30th anniversary celebration?,heart monitor
22554507-48de-46df-b9f1-0e37fdf557f9,13,144.0,book-related,what is the title of the book with the green and black cover in my hand？,an introduction to automatic telephony
254e129a-6478-4887-9db1-6c7eac161f4e,13,134.0,book-related,what is the title of the book on page 271？,stone heart
299c2d04-ee46-43dc-b4e3-6f489f635f91,13,138.2,book-related,which book discusses strategies for dealing with obesity?,toxic fat
789ffb09-3e51-481c-96c2-03cb1a3b2264,13,140.0,book-related,what does the title of the book or article i'm cutting say about？,history by the women who lived it
8dea8a9c-df89-4a86-946e-12378ec817c0,13,145.3,book-related,which book am i currently placing on top of the stack?,swami vivekananda
8fe49008-dce4-4443-875c-0e3a8b7d02e2,13,140.3,book-related,what time is it now?,07:25:00
957482b6-f12f-4111-983d-9a7e3b8aba22,13,141.0,book-related,what are the names of the books i have on my desk?,"jane eyre, principles of economics"
a9ebd6ce-86dd-48f6-b875-1cfd5a1ab7e9,13,141.0,book-related,which book on this shelf is titled the quarry?,the book on top of the stack on the left
b44d457c-bb64-4d49-8989-42623e487782,13,128.5,book-related,what is the title of the book lying on the floor?,swami vivekananda
b7c510a5-3e01-4581-b1ca-9b2798426e02,13,131.7,book-related,what is the full title of the economics book？,introductory macroeconomics
bd2a9fd1-7d4b-49ee-b3bf-4e7db9a805f2,13,140.7,book-related,which book should i read to improve my english for college?,english for colleges
c217af4a-589f-41cd-a4c6-4e0c8ef68483,13,141.0,book-related,what steps should i follow to calculate gdp using the value-added method?,"follow the classification of gdp, then sum up the value added to calculate gdp"
d2f8cc27-24fe-4f2a-8124-1c7e40aa4660,13,128.2,book-related,what is the main topic of the magazine article？,more meat
de326bda-444a-4ad4-81d6-5ebb456a3300,13,136.2,book-related,where can i find information about the product/value added method?,on the note written in purple and labeled product/value added method
e0858be5-80b9-45d2-8e78-8985bd4ff6af,13,144.7,book-related,what chapter am i currently reading in the national geographic magazine?,chapter 3
0479bea8-d221-4c6a-8c91-60108e43fe56,14,137.0,book-related,what titles are about information specifically on job interviews?,interview power
049bf126-b6cc-4c6a-b9e5-d724837a6f40,14,135.7,book-related,where do i place the note card with the i love u smile message?,near a wooden shelf on the table
0e1fc680-9b1f-4314-8ebc-300097893ac2,14,141.2,book-related,what was the headline above the story about someone's happy ending?,he's my happily ever after
2c60adef-a014-4708-903e-d9759808824b,14,139.0,book-related,where can i find information about the ongoing pandemic situation in the newspaper?,on the center-right side of the page
40ec6dce-672d-481d-a64e-a24529063f72,14,141.2,book-related,where is the pisa book？,on the lap
6e4d1fef-16b6-4fc5-8d60-8d18b3946962,14,141.2,book-related,which page number of the book am i currently reading from?,67
70276030-3e9a-4cfc-bca1-839c5e37c51a,14,139.2,book-related,where can i find the book pride and prejudice?,"on top of a stack, above a green book"
8dea8a9c-df89-4a86-946e-12378ec817c0,14,145.3,book-related,where can i find more books related to swami vivekananda?,on the stack next to the person
8fe49008-dce4-4443-875c-0e3a8b7d02e2,14,140.3,book-related,which chapter am i currently studying from the textbook?,chapter 5
99504047-dfd0-433f-92ad-f8605660b06e,14,138.2,book-related,where can i find the book that discusses strategies related to conflict or war?,the art of war
a37c606a-36b4-4a9d-a2e5-79c5abb0ef12,14,142.5,book-related,where is the book survival handbook located？,to the left of cures cancers.
a84ce809-5f35-4f47-a391-1e68c5d1866d,14,141.0,book-related,what am i holding？,a pink cloth
b44d457c-bb64-4d49-8989-42623e487782,14,128.5,book-related,where should i place the book titled swami vivekananda？,on the pile of cleaned books
bd02cc95-573f-47f3-be2a-3bfaa61366c3,14,141.2,book-related,which article discusses a character being happily ever after and what is the main theme?,he's my happily ever after - joyful love story
